locale,review_id,author,rating,review_text,date,app_version
en-np,8bf14c1a-f6ac-43d3-86a7-e52217959080,Jesh Grg,1,"So, sad ie poor. I'm trying to use this app. OMG seriously very 😭. Was asking me to fill all the details then stage where I've to wait for the verification such a painful process never received verification code.",2023-01-31T13:56:17,
en-np,96c5d1b9-0906-4d97-9b26-375f45ff94b7,Mdtaukir Khan,5,Easy for us,2023-01-31T11:09:02,3.12.2.1
en-np,0419b175-7513-4c43-b41f-bbf61a474c62,Rabi aauwal,5,My e sewa id verify gari dinos plz hallp me my id verify and best aap moni trans pot danya bad 🙏🙏🙏,2023-01-31T07:04:42,3.12.2.1
en-np,6c1b3299-4316-477a-b89a-d00fe35d29d8,Nitesh Karn,1,Worst customer service experience. They just donot know to speak in proper way specially biratnagar branch. I am not going to use it or recommend it to anyone to use it. If you are going to use than please don't complain about it or else you are going to suffer about it.,2023-01-31T06:00:31,3.12.2.1
en-np,c46ea179-b66a-4a1d-9d93-0855fc41806e,Bikash Ghimire,1,Too many bugs,2023-01-30T14:14:24,
en-np,6c7f4891-8dfc-4b7f-b929-59f376e4d320,Subash Rai,1,Worst wallet ever made.....,2023-01-30T14:09:35,3.12.2.1
en-np,0e508381-837e-435c-aca4-6273b6e8528d,Abisek Rijal,5,Like it,2023-01-30T13:20:56,3.11.0.6
en-np,14573f39-dc90-4037-b958-8f6c060b429d,Esther Shakya,5,Good ones,2023-01-30T12:29:32,3.12.2.0
en-np,4713fb3c-4f3c-47ac-834d-ef1564a316b4,Sahil Sidd,5,🍄🍄🇳🇵🍄,2023-01-30T11:53:05,3.12.2.1
en-np,a439a1eb-a05a-41e2-8e44-620af1be289e,Sagar Khanal,5,Customer service is not nice reply is too late,2023-01-30T07:30:45,3.12.2.1
en-np,0e7bd558-ffa5-4091-8d26-3fcdc9018b27,Ritesh Adhikari,1,Wrost app... jati bela ni charge kateko katai garxa.... suru ma offer dekhayera paxi dhagne,2023-01-30T06:21:38,3.12.2.1
en-np,15b764ed-80db-4664-971a-69511bf54521,Rosan Ecstasy,1,"I am unable to log in to my own account. Everytime i try to log in it says to log in from previously logged in device. I dont know what the f is going on. I tried to contact them on ph number, instagram but there is 0% chat response. Simply, the customer care is worst.",2023-01-30T04:49:34,3.12.2.1
en-np,9f7c365b-5ec2-41c1-9e2a-e770cd0c32a5,Subham Gj,5,Op,2023-01-30T01:39:51,
en-np,88d0c872-9bd9-417d-82c9-e24ba6a5f308,md Anwar Islam,5,Nepal biggest mobile wallet,2023-01-29T14:02:50,3.12.2.1
en-np,500f64db-19e4-4cdf-8046-6fe5878afd6b,Bhoj raj Tiwari,5,Nice,2023-01-29T13:09:12,3.12.2.1
en-np,5a96a4c9-1a90-45a8-abdf-b08b775d8df4,Sumitra Shrestha,1,It not opening it is gu thing it don't work properly it is gu for ever,2023-01-29T11:14:35,
en-np,eed58de0-5830-41c3-b007-1dd8c98f8e87,Rabindra Bohara,5,Good mobile wallet application,2023-01-29T11:13:29,3.8.17
en-np,f491afa9-ce9c-4355-bcbd-03cd4e0b4cf3,Vyas Veda,1,"Just the useless d**khead, It took 3 days just for KYC verification 🖕.",2023-01-29T09:29:24,
en-np,453dc5ef-0624-43a1-a155-f23efe93259d,sajana Thapa,1,"Well,i paid for form and the voucher number i got from esewa is invalid...The due date for form is gonna end soon. It has been a week but still there is no respond from them Horrible customer service.",2023-01-29T08:35:41,3.12.0.0
en-np,db69f99e-b094-43eb-a083-2d8a506d2004,Tuna Aalam,5,This Is The Best App Of Nepal.🤗🤞,2023-01-29T08:07:34,3.12.2.1
en-np,59be9a7c-2305-4957-9bbc-ebb27d32a88d,Bibek Kc,1,Worst worst customer service at all .. customer service lagi call garyo waiting ma 4 5 min basyo ani afno Palo ayepaxi kehi xaina no response at all sachai worst customer service ..,2023-01-29T07:28:24,
en-np,46050557-901c-43d7-a4d5-8dbdb87d452a,Tirth Nath Mahto,4,I m not able to submit my KYC because of that facing problem in transaction...... trying to submit KYC since 1 week..... please resolve my issue soon.,2023-01-29T06:41:28,3.12.2.1
en-np,48c57d70-8011-4747-800c-6ca52ed2d4da,Mr Moody,1,"Worst experience , always cut charge for receiving own money",2023-01-29T04:08:59,3.12.2.1
en-np,73252704-ab60-4234-95ab-8cd6db9ee3ec,Lalsari Oli,5,Please download this app,2023-01-29T02:28:48,
en-np,acb9d9d6-5fb1-40fd-8b8f-0b507fc72b47,Kunal Prajapati,5,Mast,2023-01-28T20:42:20,3.12.2.1
en-np,782bf6eb-b618-4939-a7bf-4dd0e32523d9,Dayan Kottari,5,Good app,2023-01-28T15:52:55,3.12.2.0
en-np,6cb66a44-22ff-4485-a5f6-8df8bf981c69,Md Aejaz,1,It takes too much time to complete KYC verification,2023-01-28T14:00:07,3.12.2.1
en-np,4b789ab0-787d-4099-90e0-49022ab2ab97,Sunny K.C,5,Good app,2023-01-28T11:51:37,3.12.2.1
en-np,d4c53f54-8f00-4a45-9903-71030b89b5af,Saroj Mahato,2,My kyc information update problem plz solve,2023-01-28T09:54:17,3.12.2.1
en-np,cb2e20ca-0091-4599-9335-96685e32a3b6,Alex Arman,4,Mero Esewa temporarily block vako xa ani maila 2week dekhi phone gardai xuu aahila samma mero problem slov vako xa yar kahi ta Solv dawona mero account ma paisa pani xa esewa plz Hlp mee,2023-01-28T09:42:32,3.12.2.1
en-np,0681ab88-3f0e-4804-92e2-9a23d76f326c,Abiral योद्धा,3,nice app But password reset garne facility Aaili xito garnu paryo dhila vayo,2023-01-28T06:00:56,3.12.2.1
en-np,920bff4d-491e-4813-b30f-f76266ef09af,Daddy Mummy,5,Nice aap thank uhh,2023-01-28T05:34:52,3.12.0.0
en-np,97fab4c4-21dd-4e42-bb42-c7fafb2f98af,rohan sardar,4,Rohan sardàr,2023-01-28T05:28:10,
en-np,2a701302-5519-4699-8b42-a3ef5722079f,Pyscho Work,1,"Never use this app. This app is scam, You will get scam anytime. Fraud app.",2023-01-27T14:46:48,3.12.2.0
en-np,e0786660-0c9d-499b-923b-29b50d6629f3,Aarav Guru,5,Nic 👍🏻,2023-01-27T13:56:27,3.12.2.1
