locale,review_id,author,rating,review_text,date,app_version
en-np,b021d497-95ef-44f9-9617-8a80e8ad1f1e,John Doe,1,worst experience with no option ie monopoly,2025-09-30T17:57:30,4.7.0.1
en-np,b24882ed-9cf8-4392-b853-3d4f84d4f61d,SIMA RAI,5,great 👍,2025-09-30T02:22:48,
en-np,37d3d5ea-bb7a-4fba-ba1f-689fa7a71c87,Arun Kisi,1,Fone pay of esewa is totally useless case of bank the amount transferred from fone pay qr is not received on time and session expired always shows while open the app don't idea about esewa server down and mistake balance also not return on esewa wallet totally useless and disturb me by call and if call received say hello not responding doing nonsense habit through calls,2025-09-29T16:59:11,4.7.0.1
en-np,88ab8c29-07ea-4fed-a208-369b1e5a36c8,Aman Kr Sah,2,Not working Properly nowadays it became slow and showing to much error,2025-09-29T16:11:26,4.7.0.1
en-np,9f79c8fa-73e1-440e-acdd-cf8e10dea2aa,Aanjish gc,1,ITS EMERGENCY ESEWA ESEWA IS NOT INSTALLING IN MY DEVICEEE,2025-09-29T12:43:41,4.6.1.0
en-np,973a630b-bb0d-4498-9851-4d28893e4c37,Manish Sah,5,this is the best app for pay online money in Nepal,2025-09-29T12:20:38,4.7.0.1
en-np,3790dd39-afbd-4da1-8aed-ab621a0a2a4e,Sunil Oli,5,esewa,2025-09-29T10:32:54,
en-np,b182d8c5-1cc3-465c-a4f3-997184fc0d5c,Krishna Mandal,5,always good,2025-09-29T06:40:46,4.6.1.0
en-np,035c9f24-f0fc-44ad-bb78-be1d9310c1af,Mogleyajam Ansari,3,Mogleyajam Raja,2025-09-29T06:19:35,
en-np,cf022d25-2ecd-43f1-813a-6a595589ffcf,Jamuna Shrestha,1,"viewing statements constantly gives error, statements are very important for my business and support tab also throws same error, can't even get support, at this point thinking of switching to bank or khati",2025-09-29T02:55:15,4.7.0.1
en-np,240cb7bc-5b7d-45f3-93ba-cdbc7efd8730,Elisha,5,Even tho It lacks sometimes... It is the best app to make small to big transactions.👍🏻,2025-09-28T13:37:20,4.7.0.1
en-np,d17b4ef6-0852-48d4-a676-f0336e080054,Elisha Meyangbo,1,"I'm really disappointed,my money keeps going on pending,if this keeps happening I might stop using this app. it's really frustrating to login all the time and when used it won't work properly and if it works money goes to pending,you should work on it,I'm being honest about my review.sorry if it's bother you",2025-09-28T10:43:36,
en-np,063c5a6c-9651-4407-8230-2561d9c1e6b4,veeshesh paudel,1,Mobile data Bata kina chaldaina Offline vanxa ta ?,2025-09-28T10:27:15,4.6.1.0
en-np,4570da1c-887a-4572-b36c-2728b8157d9e,Ashika Tamang,1,"Esewa is unreliable. My transaction has been stuck pending, and the support is useless. What’s the point of a payment app if it fails at the basic job? It’s better to delete this app and use Khalti or any other alternative that actually works.",2025-09-28T09:31:44,
en-np,632565e6-5877-46ae-93c5-7ddc1357a4bb,Sabin VLOG,5,good,2025-09-28T06:52:00,4.7.0.1
en-np,e8ab7ac0-290a-447f-a8e2-329a7066e2c5,Rajo Sah Baniya,4,nice,2025-09-28T06:33:18,
en-np,752e8a89-9b1e-4245-bcbd-7c69177aea40,Raju Rauniyar,1,my limit for send money exceeded,2025-09-28T06:29:15,4.7.0.1
en-np,f8ec9fd2-803a-49ef-8e3d-22f6d19bfbc1,Md irsad Shekh,5,Mdirsad,2025-09-27T19:23:55,4.7.0.1
en-np,66c94377-9514-4d74-b18a-3c33030144f8,Saurav Dahal (Ginger),1,"I’m giving eSewa a one-star review because it’s been nothing but trouble. The servers crash way too often, leaving me stuck when I’m trying to pay a bill or send money. Customer service is a joke nobody picks up the phone,and the chat support is useless. Logging in is a nightmare, especially since my account is tied to, and even with my active linked SIM, the OTP either arrives way too late or doesn’t show up at all. The app freezes or glitches constantly, fix this all .",2025-09-27T16:11:12,4.5.0.1
en-np,779664f8-770f-433f-8e9b-82cefbd06c69,Saujan Paudel,5,best,2025-09-27T15:43:26,4.7.0.1
en-np,5bb2080d-4633-42c4-a454-59e293d9ea3b,Arjun Thapa,3,it doesn't work on mobile data. only opens on wifi network. how to fix this issue?,2025-09-27T14:47:31,4.7.0.1
en-np,f510ca0d-a570-4d42-961b-4d47e429fc05,Khawas Aman,5,♥️♥️,2025-09-27T14:11:05,4.7.0.1
en-np,857afe39-e10b-44e3-862a-17293c58ed7d,Jibu Shah,5,"Very helpful app for various purpose payment for Electricity,form fillup, shopping,etc.",2025-09-27T13:12:39,
en-np,e5e9de9d-22a1-45bb-976c-e1bdc39303d0,Chandan Yadav,5,This apps is highly good for help,2025-09-27T12:18:01,
en-np,1be59fa9-454d-46b5-8bbb-87cae01d0fd7,P Th,5,good,2025-09-27T11:35:50,4.7.0.1
en-np,5d59c834-539c-46eb-9042-81503cff96ac,Ajay Bista,1,0 perc safety use on your own risk no good customer service,2025-09-27T10:10:43,4.7.0.1
en-np,228e97ec-eb79-4a63-a24d-b879d9ab9de0,Kapil Pariyar,5,Like this app.,2025-09-27T09:06:37,4.7.0.1
en-np,182193af-6376-4176-b0f2-adff6f2cb8b3,Om Kumar,5,my best app Eswa ....,2025-09-27T05:47:38,4.6.1.0
en-np,bc11e97d-c1ae-40e0-a16d-096635a52a4a,Bhimbhadur Karki,5,easy and secure,2025-09-27T05:33:34,4.7.0.1
en-np,dfe023fc-f55e-4746-b6b7-4d43feb6c8cd,prakash shrestha,5,Nice esewa,2025-09-27T05:06:30,4.7.0.1
en-np,ceb05fd3-0293-4f5f-9b54-591b41f5c329,Ram Maya,5,Good,2025-09-27T02:16:19,4.7.0.1
en-np,6ef517ca-85bb-4f18-b13b-765a3b48f357,Pro Gang,5,this is best esewa app,2025-09-26T17:07:44,
en-np,5544884b-baf9-4968-9485-ef824e8ba61d,Limbu Suresh,5,Very good..,2025-09-26T15:05:12,4.6.1.0
en-np,baf1c5b4-2fe8-4048-a71d-a2a043d6c0f6,Samir Mandal,1,hey there why I am facing problem in this APK why someone APK can't load something statement don't show why with me one time i pay some amount of money but double balance cut 😔,2025-09-26T14:56:06,4.7.0.1
